"T1","T2","Season","X1_WinRatio14d","X1_PointsMean","X1_PointsMedian","X1_PointsDiffMean","X1_FgaMean","X1_FgaMedian","X1_FgaMin","X1_FgaMax","X1_AstMean","X1_BlkMean","X1_OppFgaMean","X1_OppFgaMin","X2_WinRatio14d","X2_PointsMean","X2_PointsMedian","X2_PointsDiffMean","X2_FgaMean","X2_FgaMedian","X2_FgaMin","X2_FgaMax","X2_AstMean","X2_BlkMean","X2_OppFgaMean","X2_OppFgaMin","Seed1","Seed2","SeedDiff","quality_march_T1","quality_march_T2"
1323,1454,2003,0.333333333333333,80.0967741935484,79,8.90322580645161,60.6774193548387,61,43,76,16.9032258064516,5.64516129032258,64.7741935483871,50,1,77.1,75,7.16666666666667,57.6333333333333,58,47,76,17.1,3.6,54.4666666666667,43,5,12,-7,0.982924831208087,0.975616670495747
1328,1354,2003,0.8,71.1666666666667,69.5,11,56.5333333333333,55.5,47,77,14.1666666666667,3.76666666666667,53.3666666666667,43,1,72.8,73.5,1.53333333333333,54.3666666666667,54,42,69,10.2666666666667,2.9,57.9333333333333,44,1,16,-15,1.04407082409872,0.949871038862402
1390,1360,2003,0.5,72.258064516129,73,5.29032258064516,58.0322580645161,57,43,69,14.6451612903226,3.35483870967742,57.8387096774194,42,1,74.6785714285714,74.5,3.10714285714286,53.5357142857143,54,42,66,16.3928571428571,3.42857142857143,60.2142857142857,48,4,13,-9,1.1204538420809,0.932136996791375
1409,1173,2003,1,73.5161290322581,75,8.25806451612903,57.0322580645161,56,48,69,14.7741935483871,5,58.6129032258064,49,1,72.7931034482759,74,6.48275862068965,54.2068965517241,54,42,68,15.2068965517241,2.93103448275862,56.5862068965517,46,13,4,9,0.951686165262406,1.02499094448594
1458,1451,2003,0.5,70.7241379310345,71,12.0344827586207,53.8965517241379,54,39,67,13.3103448275862,2.82758620689655,51.5862068965517,42,1,74.2068965517241,74,7.03448275862069,52.8620689655172,52,43,67,14.2758620689655,0.655172413793103,54.0689655172414,44,5,12,-7,1.02373169218122,0.97695267781496
1120,1386,2003,0.5,70.1,69.5,4.53333333333333,54.7,54.5,42,70,13.4,4.96666666666667,56.6333333333333,46,0.5,70.6206896551724,73,11.3448275862069,54.4137931034483,55,43,75,14,5.55172413793103,54.551724137931,39,10,7,3,0.91821351441339,0.97530338906568
1139,1280,2003,0.5,68.5862068965517,68,7.6551724137931,50.6551724137931,50,40,65,12.9655172413793,1.86206896551724,51.6206896551724,40,0.6,70.1666666666667,68,10,55.8,56,39,71,14.5,3.73333333333333,54.1666666666667,43,12,5,7,0.975822830906755,1.07439556321815
1196,1358,2003,0,75.9032258064516,75,11.2258064516129,56.5161290322581,55,46,73,16.4193548387097,4.09677419354839,57.258064516129,47,1,71.7777777777778,71,6.51851851851852,53.3703703703704,55,36,63,15.5925925925926,5.59259259259259,57.962962962963,45,2,15,-13,1.05363081173088,NA
1231,1104,2003,0.6,70.53125,70.5,3.53125,54.9375,54.5,40,77,13.8125,5.34375,58.84375,43,0.333333333333333,69.2857142857143,69,4.28571428571429,57.1785714285714,57.5,42,73,12.1071428571429,3.78571428571429,55.5,44,7,10,-3,0.916482056058003,0.958526735244864
1246,1237,2003,1,77.53125,75,13.4375,58.40625,56,44,82,16.1875,5.09375,55.78125,42,1,71.25,73.5,0.84375,53.9375,53,39,74,13.375,1.8125,53.6875,41,1,16,-15,1.24376993315804,0.927574859355171
1257,1122,2003,0.8,81.8333333333333,81,13.3666666666667,60.8333333333333,62,40,74,16.6,4.73333333333333,55.9666666666667,40,1,69.7037037037037,71,2,52.0740740740741,52,39,70,13.4074074074074,4.66666666666667,56.7777777777778,48,4,13,-9,1.04982490565402,0.974193287136418
1268,1423,2003,0,80.7857142857143,80,13.9285714285714,63.3571428571429,64,50,83,18.8928571428571,6.60714285714286,60.5714285714286,44,1,71.3666666666667,72.5,11.7666666666667,56.4,56.5,47,69,14.6666666666667,1.9,52.2333333333333,36,6,11,-5,1.02337353932226,1.00028962834242
1277,1160,2003,0.75,67.2258064516129,68,6.25806451612903,51.0967741935484,50,38,62,13.6129032258065,3.70967741935484,50.3225806451613,40,0.75,75.5161290322581,76,5.45161290322581,61.3225806451613,61,48,73,13.3870967741935,6.64516129032258,63.3548387096774,47,7,10,-3,1.00172982948087,1.04615811020047
1329,1335,2003,0.333333333333333,68.7241379310345,68,6.51724137931035,55.4137931034483,56,48,66,12.2413793103448,5.58620689655172,55.8275862068966,44,1,70.1851851851852,70,10.7777777777778,51.5185185185185,52,40,63,14.8518518518519,2.14814814814815,51.4814814814815,35,6,11,-5,0.977628141427182,0.950880514205898
1338,1447,2003,1,74.6,72.5,15.7666666666667,53.5,54,36,67,17.7666666666667,4.1,53.3666666666667,42,1,75.5483870967742,77,4.09677419354839,57.6774193548387,57,45,71,16.0967741935484,2.80645161290323,57.258064516129,45,2,15,-13,1.05074919510379,0.951480067217749
1345,1261,2003,0.5,71.75,71,6.5,54.3928571428571,52,43,69,12.25,2.92857142857143,54.5,44,0.8,73.2258064516129,71,10.3225806451613,55.0645161290323,54,42,66,16.3870967741935,4.16129032258065,56.1290322580645,43,9,8,1,1.01861545561281,0.982631491563959
1393,1264,2003,0.75,80.1034482758621,82,10.2068965517241,62.2068965517241,62,44,82,14.9655172413793,7.27586206896552,64.6206896551724,52,1,76.1724137931034,75,8.41379310344828,57.551724137931,57,48,70,13.8620689655172,3.89655172413793,55.4137931034483,39,3,14,-11,1.02553347182537,0.975298328844569
1400,1421,2003,0.666666666666667,78.8571428571429,77.5,10.1785714285714,62.4285714285714,62.5,48,82,14.5,3.85714285714286,59.2142857142857,47,1,71.2068965517241,71,-7.24137931034483,56.7931034482759,57,45,76,13.0344827586207,3,60.9655172413793,50,1,16,-15,0.980086592587713,0.866988707495894
1428,1332,2003,0.6,66.7333333333333,69,6.73333333333333,50.7333333333333,52.5,31,67,13.2,3.76666666666667,48.7666666666667,34,0.6,82.21875,79.5,8.25,62,63,49,78,17.46875,2.78125,60.71875,44,9,8,1,1.09069924381005,0.935054112361869
1448,1190,2003,0.75,78.4137931034483,75,10.7931034482759,57.2413793103448,57,45,73,14.5862068965517,4.37931034482759,59.7586206896552,48,1,79.7037037037037,81,2.22222222222222,61.4074074074074,62,46,84,14.037037037037,5.25925925925926,62.4814814814815,54,2,15,-13,1.02169720803872,0.998201969309769
1462,1407,2003,0.75,78.2333333333333,80,12.2666666666667,59.2,59.5,45,72,16.4,3.03333333333333,61.6333333333333,47,1,79.3666666666667,77,8.8,65.3333333333333,64.5,50,83,15.0666666666667,5.2,60.2666666666667,39,3,14,-11,1.0508427268182,0.973625932080614
1112,1211,2003,0.666666666666667,85.2142857142857,86.5,14.9642857142857,65.7142857142857,66,50,88,17.6428571428571,4.21428571428571,64.6785714285714,52,0.5,77.0645161290323,73,8.87096774193548,55.4516129032258,55,35,67,15.741935483871,3.51612903225806,56.258064516129,43,1,9,-8,1.19379898411687,1.02304019408614
1163,1390,2003,0.6,80.0333333333333,76.5,8.63333333333333,62.2,63.5,47,84,15.6333333333333,7.73333333333333,65.3666666666667,45,0.5,72.258064516129,73,5.29032258064516,58.0322580645161,57,43,69,14.6451612903226,3.35483870967742,57.8387096774194,42,5,4,1,1.04796949064796,1.1204538420809
1181,1141,2003,0.8,81.9666666666667,80.5,11.5666666666667,60.3333333333333,60,45,73,13.8333333333333,5.13333333333333,57.1666666666667,46,1,79.3448275862069,80,6.10344827586207,52.6896551724138,53,40,63,15.6206896551724,4,57.9310344827586,44,3,11,-8,1.09525257843979,NA
1242,1113,2003,0.75,81.3333333333333,81,14.9666666666667,62.3,62.5,49,72,16.7333333333333,4.9,60.5333333333333,48,0.666666666666667,75.9655172413793,75,6.79310344827586,56.8965517241379,57,46,69,15.551724137931,4.24137931034483,55.6551724137931,43,2,10,-8,1.06645675925862,0.862122755988806
1266,1281,2003,0.5,78.3928571428571,75.5,10.7142857142857,56.25,57,39,75,16.3214285714286,3.64285714285714,58.6785714285714,43,0.5,71.7741935483871,70,5.29032258064516,59.1935483870968,60,39,73,13.741935483871,4.32258064516129,59.9354838709677,48,3,6,-3,1.07392509816192,0.960925563991329
1323,1228,2003,0.333333333333333,80.0967741935484,79,8.90322580645161,60.6774193548387,61,43,76,16.9032258064516,5.64516129032258,64.7741935483871,50,0.8,75.4333333333333,74.5,14.0333333333333,55.8,55.5,43,75,18.2666666666667,3.1,54.0666666666667,41,5,4,1,0.982924831208087,1.02106325548116
1328,1143,2003,0.8,71.1666666666667,69.5,11,56.5333333333333,55.5,47,77,14.1666666666667,3.76666666666667,53.3666666666667,43,0.333333333333333,74.4827586206897,75,4.72413793103448,58.7241379310345,58,42,77,16,2.79310344827586,58.7931034482759,48,1,8,-7,1.04407082409872,0.979447791703449
1458,1409,2003,0.5,70.7241379310345,71,12.0344827586207,53.8965517241379,54,39,67,13.3103448275862,2.82758620689655,51.5862068965517,42,1,73.5161290322581,75,8.25806451612903,57.0322580645161,56,48,69,14.7741935483871,5,58.6129032258064,49,5,13,-8,1.02373169218122,0.951686165262406
1120,1448,2003,0.5,70.1,69.5,4.53333333333333,54.7,54.5,42,70,13.4,4.96666666666667,56.6333333333333,46,0.75,78.4137931034483,75,10.7931034482759,57.2413793103448,57,45,73,14.5862068965517,4.37931034482759,59.7586206896552,48,10,2,8,0.91821351441339,1.02169720803872
1139,1257,2003,0.5,68.5862068965517,68,7.6551724137931,50.6551724137931,50,40,65,12.9655172413793,1.86206896551724,51.6206896551724,40,0.8,81.8333333333333,81,13.3666666666667,60.8333333333333,62,40,74,16.6,4.73333333333333,55.9666666666667,40,12,4,8,0.975822830906755,1.04982490565402
1246,1428,2003,1,77.53125,75,13.4375,58.40625,56,44,82,16.1875,5.09375,55.78125,42,0.6,66.7333333333333,69,6.73333333333333,50.7333333333333,52.5,31,67,13.2,3.76666666666667,48.7666666666667,34,1,9,-8,1.24376993315804,1.09069924381005
1268,1462,2003,0,80.7857142857143,80,13.9285714285714,63.3571428571429,64,50,83,18.8928571428571,6.60714285714286,60.5714285714286,44,0.75,78.2333333333333,80,12.2666666666667,59.2,59.5,45,72,16.4,3.03333333333333,61.6333333333333,47,6,3,3,1.02337353932226,1.0508427268182
1277,1196,2003,0.75,67.2258064516129,68,6.25806451612903,51.0967741935484,50,38,62,13.6129032258065,3.70967741935484,50.3225806451613,40,0,75.9032258064516,75,11.2258064516129,56.5161290322581,55,46,73,16.4193548387097,4.09677419354839,57.258064516129,47,7,2,5,1.00172982948087,1.05363081173088
1338,1231,2003,1,74.6,72.5,15.7666666666667,53.5,54,36,67,17.7666666666667,4.1,53.3666666666667,42,0.6,70.53125,70.5,3.53125,54.9375,54.5,40,77,13.8125,5.34375,58.84375,43,2,7,-5,1.05074919510379,0.916482056058003
1393,1329,2003,0.75,80.1034482758621,82,10.2068965517241,62.2068965517241,62,44,82,14.9655172413793,7.27586206896552,64.6206896551724,52,0.333333333333333,68.7241379310345,68,6.51724137931035,55.4137931034483,56,48,66,12.2413793103448,5.58620689655172,55.8275862068966,44,3,6,-3,1.02553347182537,0.977628141427182
1400,1345,2003,0.666666666666667,78.8571428571429,77.5,10.1785714285714,62.4285714285714,62.5,48,82,14.5,3.85714285714286,59.2142857142857,47,0.5,71.75,71,6.5,54.3928571428571,52,43,69,12.25,2.92857142857143,54.5,44,1,9,-8,0.980086592587713,1.01861545561281
1112,1323,2003,0.666666666666667,85.2142857142857,86.5,14.9642857142857,65.7142857142857,66,50,88,17.6428571428571,4.21428571428571,64.6785714285714,52,0.333333333333333,80.0967741935484,79,8.90322580645161,60.6774193548387,61,43,76,16.9032258064516,5.64516129032258,64.7741935483871,50,1,5,-4,1.19379898411687,0.982924831208087
1242,1181,2003,0.75,81.3333333333333,81,14.9666666666667,62.3,62.5,49,72,16.7333333333333,4.9,60.5333333333333,48,0.8,81.9666666666667,80.5,11.5666666666667,60.3333333333333,60,45,73,13.8333333333333,5.13333333333333,57.1666666666667,46,2,3,-1,1.06645675925862,1.09525257843979
1246,1458,2003,1,77.53125,75,13.4375,58.40625,56,44,82,16.1875,5.09375,55.78125,42,0.5,70.7241379310345,71,12.0344827586207,53.8965517241379,54,39,67,13.3103448275862,2.82758620689655,51.5862068965517,42,1,5,-4,1.24376993315804,1.02373169218122
1266,1338,2003,0.5,78.3928571428571,75.5,10.7142857142857,56.25,57,39,75,16.3214285714286,3.64285714285714,58.6785714285714,43,1,74.6,72.5,15.7666666666667,53.5,54,36,67,17.7666666666667,4.1,53.3666666666667,42,3,2,1,1.07392509816192,1.05074919510379
1277,1268,2003,0.75,67.2258064516129,68,6.25806451612903,51.0967741935484,50,38,62,13.6129032258065,3.70967741935484,50.3225806451613,40,0,80.7857142857143,80,13.9285714285714,63.3571428571429,64,50,83,18.8928571428571,6.60714285714286,60.5714285714286,44,7,6,1,1.00172982948087,1.02337353932226
1328,1139,2003,0.8,71.1666666666667,69.5,11,56.5333333333333,55.5,47,77,14.1666666666667,3.76666666666667,53.3666666666667,43,0.5,68.5862068965517,68,7.6551724137931,50.6551724137931,50,40,65,12.9655172413793,1.86206896551724,51.6206896551724,40,1,12,-11,1.04407082409872,0.975822830906755
1393,1120,2003,0.75,80.1034482758621,82,10.2068965517241,62.2068965517241,62,44,82,14.9655172413793,7.27586206896552,64.6206896551724,52,0.5,70.1,69.5,4.53333333333333,54.7,54.5,42,70,13.4,4.96666666666667,56.6333333333333,46,3,10,-7,1.02553347182537,0.91821351441339
1400,1163,2003,0.666666666666667,78.8571428571429,77.5,10.1785714285714,62.4285714285714,62.5,48,82,14.5,3.85714285714286,59.2142857142857,47,0.6,80.0333333333333,76.5,8.63333333333333,62.2,63.5,47,84,15.6333333333333,7.73333333333333,65.3666666666667,45,1,5,-4,0.980086592587713,1.04796949064796
1242,1112,2003,0.75,81.3333333333333,81,14.9666666666667,62.3,62.5,49,72,16.7333333333333,4.9,60.5333333333333,48,0.666666666666667,85.2142857142857,86.5,14.9642857142857,65.7142857142857,66,50,88,17.6428571428571,4.21428571428571,64.6785714285714,52,2,1,1,1.06645675925862,1.19379898411687
1266,1246,2003,0.5,78.3928571428571,75.5,10.7142857142857,56.25,57,39,75,16.3214285714286,3.64285714285714,58.6785714285714,43,1,77.53125,75,13.4375,58.40625,56,44,82,16.1875,5.09375,55.78125,42,3,1,2,1.07392509816192,1.24376993315804
1393,1328,2003,0.75,80.1034482758621,82,10.2068965517241,62.2068965517241,62,44,82,14.9655172413793,7.27586206896552,64.6206896551724,52,0.8,71.1666666666667,69.5,11,56.5333333333333,55.5,47,77,14.1666666666667,3.76666666666667,53.3666666666667,43,3,1,2,1.02553347182537,1.04407082409872
1400,1277,2003,0.666666666666667,78.8571428571429,77.5,10.1785714285714,62.4285714285714,62.5,48,82,14.5,3.85714285714286,59.2142857142857,47,0.75,67.2258064516129,68,6.25806451612903,51.0967741935484,50,38,62,13.6129032258065,3.70967741935484,50.3225806451613,40,1,7,-6,0.980086592587713,1.00172982948087
1242,1266,2003,0.75,81.3333333333333,81,14.9666666666667,62.3,62.5,49,72,16.7333333333333,4.9,60.5333333333333,48,0.5,78.3928571428571,75.5,10.7142857142857,56.25,57,39,75,16.3214285714286,3.64285714285714,58.6785714285714,43,2,3,-1,1.06645675925862,1.07392509816192
1393,1400,2003,0.75,80.1034482758621,82,10.2068965517241,62.2068965517241,62,44,82,14.9655172413793,7.27586206896552,64.6206896551724,52,0.666666666666667,78.8571428571429,77.5,10.1785714285714,62.4285714285714,62.5,48,82,14.5,3.85714285714286,59.2142857142857,47,3,1,2,1.02553347182537,0.980086592587713
1393,1242,2003,0.75,80.1034482758621,82,10.2068965517241,62.2068965517241,62,44,82,14.9655172413793,7.27586206896552,64.6206896551724,52,0.75,81.3333333333333,81,14.9666666666667,62.3,62.5,49,72,16.7333333333333,4.9,60.5333333333333,48,3,2,1,1.02553347182537,1.06645675925862
1197,1250,2004,0.6,72.1,71,-1.86666666666667,55.7666666666667,56.5,41,70,12.7,1.6,55.4,44,1,65.8571428571429,62.5,2.17857142857143,53.9642857142857,52,37,75,12.5,3.32142857142857,54.3571428571429,44,16,16,0,0.808563984577518,0.86005130591495
1104,1356,2004,0.5,72.2068965517241,72,4.75862068965517,55,55,40,75,11.8620689655172,3.10344827586207,55.9310344827586,46,0.333333333333333,71.2758620689655,71,8.37931034482759,59.1724137931034,58,47,72,14.1034482758621,3.10344827586207,51.6551724137931,43,8,9,-1,0.871474419997764,0.863217428481177
1163,1436,2004,0.8,79.0909090909091,76,15.1515151515152,62.6363636363636,62,49,76,18.2424242424242,8.72727272727273,64.3636363636364,48,1,66.4,67,4.3,55.9333333333333,56.5,44,71,14.5666666666667,2.86666666666667,55.6666666666667,39,2,15,-13,1.21475446012487,0.926555527956712
1177,1173,2004,0.8,70.8666666666667,70,3.2,54.5666666666667,55,42,69,13.7333333333333,2.36666666666667,56.2,45,0.6,67.96875,67,3.875,52.09375,53,38,63,14.9375,2.84375,56.75,42,7,10,-3,0.873006520076935,1.0011063729428
1181,1106,2004,0.6,79.75,82,14.78125,58.46875,57,45,71,14.25,6.8125,58.1875,43,1,61.4333333333333,62.5,0.833333333333333,48.7333333333333,48,38,59,10.2666666666667,3.13333333333333,51.9666666666667,41,1,16,-15,1.6648732085725,0.995970662360872
1211,1434,2004,1,82.3448275862069,82,16.4137931034483,56.3793103448276,55,46,72,18.2068965517241,3.79310344827586,60.7931034482759,46,1,72.2758620689655,73,0.827586206896552,55.7586206896552,56,46,74,15.4137931034483,3.27586206896552,58.8275862068966,50,2,15,-13,1.08307779971447,0.867767774574718
1264,1196,2004,1,74.3448275862069,72,10.8965517241379,55.2068965517241,53,44,76,10.7931034482759,4.17241379310345,52.7586206896552,42,0.6,76.9666666666667,72.5,7.83333333333333,55.8,54.5,38,74,16.2666666666667,3.13333333333333,57.9,39,12,5,7,0.983606985877794,1.14207646700719
1268,1431,2004,1,77.3666666666667,76,5.6,63.6666666666667,63,54,78,14.0333333333333,6.76666666666667,59.9666666666667,49,0.5,75.4827586206897,76,8.24137931034483,54.5172413793103,54,38,70,16.2758620689655,2.62068965517241,58.5172413793103,43,4,13,-9,0.814506107603543,0.874503327756722
1305,1277,2004,1,75.5,75,9.33333333333333,58.7666666666667,57.5,51,69,14.2333333333333,4.7,57.2333333333333,42,0.333333333333333,71.448275862069,72,4.10344827586207,50.4827586206897,49,41,65,14.7241379310345,1.86206896551724,50.4827586206897,39,10,7,3,1.11363812920571,0.699207126550022
1314,1102,2004,0.333333333333333,83.0714285714286,81.5,7.60714285714286,64.1071428571429,64,45,90,18.3571428571429,4.21428571428571,60.8571428571429,45,0.666666666666667,60.1785714285714,61,9.75,42.0357142857143,42.5,33,52,13.25,2.35714285714286,40.3571428571429,26,6,11,-5,1.18019839514388,1.13450530645652
1371,1112,2004,0.333333333333333,72.2857142857143,71,7.82142857142857,56.8571428571429,56.5,45,73,13.25,3.14285714285714,57.9285714285714,46,0.666666666666667,87.5172413793103,85,9.10344827586207,65,64,49,91,18.8965517241379,4.55172413793103,65.6206896551724,50,8,9,-1,1.00363237031334,0.844145734847505
1386,1251,2004,0.5,77.7857142857143,75.5,16.2857142857143,56.7857142857143,56,45,70,16.5357142857143,3.57142857142857,56.1785714285714,45,1,68.741935483871,66,1.74193548387097,57.8387096774194,56,48,76,13.7741935483871,3.32258064516129,57.4838709677419,42,1,16,-15,1.38629867455655,0.754399788370083
1390,1427,2004,0.8,73.9333333333333,73,13.2333333333333,54.8,55,41,74,16.3666666666667,4.43333333333333,54.6333333333333,44,1,72.4285714285714,73,-0.214285714285714,56.5,56,43,75,12.6071428571429,2.78571428571429,60.4642857142857,45,1,16,-15,1.37223516623741,0.867758125087879
1393,1140,2004,0.666666666666667,72.9285714285714,70.5,6.10714285714286,59.75,60,47,79,15.3571428571429,6.85714285714286,59.9285714285714,46,0.75,72.1851851851852,74,6.81481481481481,51.7407407407407,52,36,61,14.6666666666667,3.25925925925926,52.2222222222222,40,5,12,-7,0.901819848921146,0.941713640068679
1400,1343,2004,0.4,77.1333333333333,76.5,10.7333333333333,62.6333333333333,62,43,89,13.8333333333333,3.9,56.5333333333333,42,1,62.5,62.5,5.69230769230769,46.6538461538462,45,39,57,13.1153846153846,3.26923076923077,47.5384615384615,40,3,14,-11,0.959289297923329,1.01076961067976
1403,1150,2004,0.75,73.40625,75,6.96875,58.4375,58.5,46,75,14.75,3.53125,56.8125,45,0.75,79.3448275862069,78,7.89655172413793,60.2413793103448,60,45,73,16.2068965517241,2.96551724137931,60.5862068965517,42,8,9,-1,0.951954306934633,0.99134942101623
1448,1433,2004,0,83.8214285714286,83.5,8.17857142857143,60.4285714285714,60,46,90,15.75,3.25,58.3214285714286,41,1,70.8,69,7.23333333333333,55,53,44,70,13,3.86666666666667,57.3,44,4,13,-9,1.02642958230458,0.796592677189526
1130,1428,2004,0.8,68.75,67.5,5,53.46875,54,39,69,15.90625,3.03125,57.5625,48,0.8,64.9032258064516,66,7.29032258064516,49.2903225806452,49,35,62,12.8064516129032,3.51612903225806,50.6451612903226,35,6,11,-5,0.977121535159517,0.828620254786882
1153,1190,2004,0.8,76.9,79.5,14,59.1,59.5,46,75,16.0333333333333,5.06666666666667,52.7,38,1,77.9310344827586,77,7.68965517241379,61.1034482758621,63,44,78,15.3793103448276,5.58620689655172,62.4827586206897,49,4,13,-9,1.05615316810765,0.920735756133127
1210,1320,2004,0.75,78.0625,76.5,10.78125,58.375,57,47,73,15.78125,4.84375,58.90625,43,1,69.2068965517241,68,3.96551724137931,53.0689655172414,53,42,64,13,1.96551724137931,56.5172413793103,43,3,14,-11,1.27831978789991,0.988685014718707
1228,1293,2004,0.8,72.5333333333333,74.5,9.73333333333333,57.3333333333333,56.5,42,75,16.7666666666667,3.8,53.0666666666667,42,1,80.8,83,11.4,59.5,58.5,45,74,18.8333333333333,4.26666666666667,58.6,40,5,12,-7,1.00999856265676,0.942643846019077
1242,1227,2004,0.75,74.8571428571429,77,6.67857142857143,58.1428571428571,57.5,48,73,17.25,4.92857142857143,59.4642857142857,43,1,70,67,7.48387096774194,55.9032258064516,56,37,70,14.7741935483871,2.74193548387097,52.2903225806452,39,4,13,-9,0.774196264080617,1.06365356944141
1246,1197,2004,1,73.1333333333333,69.5,10.3333333333333,56.8333333333333,56.5,39,77,15.6,3.36666666666667,53.8333333333333,41,0.6,72.1,71,-1.86666666666667,55.7666666666667,56.5,41,70,12.7,1.6,55.4,44,1,16,-15,1.64880895728694,0.808563984577518
1272,1376,2004,0.333333333333333,73.5714285714286,73,7.64285714285714,58.6428571428571,59,41,73,14.2857142857143,5.10714285714286,55.4285714285714,40,0.4,70.9090909090909,70,8.15151515151515,57.7575757575758,56,43,73,14.8484848484848,5.24242424242424,56,40,7,10,-3,0.893840650858608,0.982595681980316
1280,1284,2004,0.666666666666667,77.1071428571429,77,10.8214285714286,58.5,57,44,74,13.6785714285714,4.5,59.3928571428571,46,0.75,68.78125,65.5,1.875,54.71875,53,44,72,13.8125,2.625,56.5,45,2,15,-13,1.16579043745594,0.799163886696118
1301,1418,2004,0.5,73.3448275862069,76,8.13793103448276,54.551724137931,52,43,67,14.8620689655172,2.3448275862069,55.1724137931034,45,1,76.2692307692308,76,6.38461538461539,58.6923076923077,57.5,49,72,16.1153846153846,2.11538461538462,58.7307692307692,41,3,14,-11,1.20011688717198,0.814625681564804
1329,1186,2004,1,78.2068965517241,80,14.3103448275862,56.3448275862069,54,46,73,16.0689655172414,3.58620689655172,55.0344827586207,44,1,70.25,70,1.89285714285714,51.8928571428571,49.5,40,75,15.7142857142857,1.5,51.9642857142857,41,2,15,-13,1.32804711149027,0.805836489040877
