"ID","Pred","Pt_Diff"
"2025_1228_1458",0.399107511316896,-2.96255595684052
"2025_1417_1458",0.47353782979779,-0.770056511461735
"2025_1211_1458",0.506808980065956,0.209003054350615
"2025_1208_1458",0.382660071793474,-3.43783040046692
"2025_1429_1458",0.389678853198958,-3.23625605106354
"2025_1400_1458",0.344425716314675,-4.5384895324707
"2025_1270_1458",0.380057333650974,-3.51466135978699
"2025_1219_1458",0.209885420097482,-8.85182304382324
"2025_1407_1458",0.169630896511221,-10.4701707839966
"2025_1188_1458",0.0696910739282352,-16.0399237632751
"2025_1120_1458",0.742504591151195,7.17054719924927
"2025_1277_1458",0.563229455677401,1.88663809299469
"2025_1235_1458",0.493997265140033,-0.166598857752979
"2025_1401_1458",0.502205099313979,0.0816438650712371
"2025_1276_1458",0.438167423803786,-1.81894748210907
"2025_1279_1458",0.448054122952905,-1.52594172954559
"2025_1266_1458",0.462480848167707,-1.10085551142693
"2025_1257_1458",0.431396803363862,-2.01895241737366
"2025_1166_1458",0.364122928969576,-3.97044677734375
"2025_1307_1458",0.404428939753587,-2.80697202682495
"2025_1314_1458",0.321878469896576,-5.19697132110596
"2025_1361_1458",0.382162055006787,-3.45310385227203
"2025_1252_1458",0.154373171664958,-11.1564457893372
"2025_1136_1458",0.151867479591651,-11.2729069709778
"2025_1106_1458",0.0599415265799257,-16.7652532577515
"2025_1384_1458",0.0473884266382026,-17.7487552642822
"2025_1196_1458",0.758937998436289,7.71845426559448
"2025_1385_1458",0.600757683993912,2.97482414245605
"2025_1403_1458",0.580965628581256,2.39783611297607
"2025_1268_1458",0.607898520518837,3.17811741828918
"2025_1272_1458",0.412374567659421,-2.57573304176331
"2025_1281_1458",0.420376801737751,-2.34425193071365
"2025_1242_1458",0.455173809601476,-1.31641996502876
"2025_1163_1458",0.471305960047922,-0.838380613923073
"2025_1328_1458",0.384018151671894,-3.39843876361847
"2025_1116_1458",0.383375139997412,-3.41481950283051
"2025_1179_1458",0.344784103447132,-4.52957887649536
"2025_1161_1458",0.279639562876664,-6.4687267780304
"2025_1213_1458",0.27295180882424,-6.6810483455658
"2025_1423_1458",0.164020504263822,-10.721223449707
"2025_1303_1458",0.112824966367547,-13.2959997177124
"2025_1313_1458",0.0764950365275933,-15.5655742645264
"2025_1104_1112",0.580756516669348,2.40141654014587
"2025_1103_1112",0.25023641760755,-7.42495136260986
"2025_1110_1112",0.118764059275679,-12.9487735748291
"2025_1106_1112",0.114487512763171,-13.1927868843079
"2025_1181_1332",0.804086560120227,9.36080732345581
"2025_1104_1332",0.581606872207533,2.42371778488159
"2025_1112_1332",0.497865590817283,-0.0506732167676091
"2025_1140_1332",0.445563925470029,-1.60165646076202
"2025_1280_1332",0.437372069348704,-1.84367481470108
"2025_1124_1332",0.490828646282973,-0.259776187688112
"2025_1251_1332",0.308598696341636,-5.58004727363586
"2025_1103_1332",0.248035000949866,-7.49536361694336
"2025_1285_1332",0.188924974359955,-9.66344890594482
"2025_1110_1332",0.130347112095736,-12.3360008239746
"2025_1291_1332",0.10386216411244,-13.8123467445374
"2025_1222_1332",0.821085745977558,10.0476850509644
"2025_1246_1332",0.553052416196236,1.59011242389679
"2025_1155_1332",0.563730697476151,1.89671773910522
"2025_1228_1332",0.452233499756246,-1.40427478551865
"2025_1211_1332",0.540753053243595,1.22020233869553
"2025_1208_1332",0.423011765854969,-2.26517151594162
"2025_1270_1332",0.455693138546763,-1.30397872924805
"2025_1219_1332",0.26122410732275,-7.05611133575439
"2025_1188_1332",0.147570263759664,-11.4733334541321
"2025_1120_1332",0.793933906274029,8.96788635253906
"2025_1277_1332",0.624642362413612,3.65839276313782
"2025_1235_1332",0.545593052861113,1.36671766638756
"2025_1276_1332",0.485549953751372,-0.417486760020256
"2025_1279_1332",0.504238462660176,0.137598109990358
"2025_1266_1332",0.503195198344148,0.10592841245234
"2025_1257_1332",0.466195517412091,-0.992407763004303
"2025_1166_1332",0.40725359746138,-2.72717170715332
"2025_1307_1332",0.466482313575707,-0.982227310538292
"2025_1314_1332",0.419035240087052,-2.38195397853851
"2025_1252_1332",0.24335127499565,-7.65377931594849
"2025_1136_1332",0.232524994294124,-8.02601962089539
"2025_1106_1332",0.13076212701051,-12.3179217338562
"2025_1196_1332",0.813180206995628,9.72136602401733
"2025_1268_1332",0.665670607082248,4.83681197166443
"2025_1272_1332",0.461753812489053,-1.12676612138748
"2025_1281_1332",0.474637292736962,-0.742836731672287
"2025_1242_1332",0.49784344258315,-0.0495521176606417
"2025_1163_1332",0.497108799830449,-0.0770782086998224
"2025_1328_1332",0.425753502395739,-2.1867458820343
"2025_1116_1332",0.456965111709104,-1.26730276346207
"2025_1179_1332",0.438150242769174,-1.81929820775986
"2025_1161_1332",0.352857376183196,-4.29428277015686
"2025_1213_1332",0.326753902114893,-5.04562425613403
"2025_1303_1332",0.200042750761059,-9.22306661605835
"2025_1313_1332",0.152286992786076,-11.2493804931641
"2025_1104_1140",0.630829243325781,3.83157601356506
"2025_1112_1140",0.560134963542061,1.80238975286484
"2025_1124_1140",0.525662889564934,0.783377503976226
"2025_1103_1140",0.307637491802022,-5.62981286048889
"2025_1110_1140",0.199617858826517,-9.24065628051758
"2025_1120_1140",0.812502430944616,9.69354400634766
"2025_1136_1140",0.287390142722198,-6.23775758743286
"2025_1106_1140",0.20496147963087,-9.03478288650513
"2025_1116_1140",0.501241616133852,0.0531974442303181
"2025_1181_1388",0.755856306632129,7.61168894767761
"2025_1104_1388",0.542493751991541,1.27826919555664
"2025_1112_1388",0.489772122144141,-0.283992760523688
"2025_1332_1388",0.491869185864696,-0.219998424500227
"2025_1140_1388",0.433547284469984,-1.95519325733185
"2025_1280_1388",0.428310762436176,-2.10859072208405
"2025_1124_1388",0.457465092668205,-1.24810193777084
"2025_1251_1388",0.306213401342006,-5.65276646614075
"2025_1103_1388",0.237396004732597,-7.86011328697205
"2025_1285_1388",0.162613020538598,-10.7819762229919
"2025_1352_1388",0.161860753805924,-10.8162177085876
"2025_1110_1388",0.134684940929676,-12.1176433563232
"2025_1291_1388",0.114350107829907,-13.2108199119568
"2025_1222_1388",0.773862272786343,8.2320408821106
"2025_1246_1388",0.537699990483462,1.14013830423355
"2025_1345_1388",0.507738807503728,0.237621196173131
"2025_1155_1388",0.562637252957266,1.87289100885391
"2025_1228_1388",0.435510678486924,-1.89265377521515
"2025_1211_1388",0.52525967205147,0.768086874485016
"2025_1208_1388",0.396410237640461,-3.04362907409668
"2025_1270_1388",0.439540971893221,-1.78040353059769
"2025_1219_1388",0.257152671478017,-7.19174089431763
"2025_1188_1388",0.150184416512573,-11.3512648582458
"2025_1120_1388",0.74141305498629,7.13235192298889
"2025_1277_1388",0.5948496407394,2.80539219379425
"2025_1235_1388",0.537574008555994,1.13366137742996
"2025_1276_1388",0.479579960470854,-0.586772975325584
"2025_1279_1388",0.49263969491436,-0.200007202103734
"2025_1266_1388",0.502838437598921,0.101711884979159
"2025_1257_1388",0.459160303638374,-1.19796971678734
"2025_1166_1388",0.384160385550123,-3.39669525623322
"2025_1307_1388",0.421396164252086,-2.31099634170532
"2025_1314_1388",0.365981920704798,-3.92241463661194
"2025_1361_1388",0.439899130588561,-1.76876558065414
"2025_1252_1388",0.208751181752859,-8.89115190505981
"2025_1136_1388",0.179152345283423,-10.0649659156799
"2025_1106_1388",0.135818901885576,-12.059014415741
"2025_1384_1388",0.120953462152068,-12.8435983657837
"2025_1196_1388",0.759000063083118,7.71732206344605
"2025_1385_1388",0.616699972980813,3.43350858688355
"2025_1268_1388",0.656244097331839,4.55832080841064
"2025_1272_1388",0.454590155588745,-1.33167499303818
"2025_1281_1388",0.467652791313654,-0.942297577857971
"2025_1242_1388",0.468609860195752,-0.914670264720917
"2025_1163_1388",0.503561814145466,0.120591272413731
"2025_1328_1388",0.410563394181258,-2.63084199428558
"2025_1116_1388",0.41281986242205,-2.56440842151642
"2025_1179_1388",0.407168567610255,-2.7281464099884
"2025_1161_1388",0.347212982227909,-4.4587221622467
"2025_1213_1388",0.311538448789016,-5.49782338142395
"2025_1303_1388",0.16354247322109,-10.7397435188293
"2025_1313_1388",0.16062175323696,-10.8659207344055
"2025_1181_1280",0.839170386685142,10.8293012619019
"2025_1104_1280",0.613125158980402,3.3276725769043
"2025_1112_1280",0.55170383310132,1.5496932387352
"2025_1140_1280",0.495031320808795,-0.136431767418981
"2025_1124_1280",0.546623560814729,1.40132732391357
"2025_1251_1280",0.369774502221078,-3.80145485401154
"2025_1103_1280",0.328547886156125,-5.00189003944397
"2025_1110_1280",0.224497487079829,-8.31489858627319
"2025_1222_1280",0.857298477267513,11.6841537475586
"2025_1246_1280",0.598521794655293,2.91066701412201
"2025_1155_1280",0.635342047119834,3.96232650279999
"2025_1228_1280",0.503810066057258,0.129439641837962
"2025_1211_1280",0.599220006272359,2.9302773475647
"2025_1208_1280",0.479253744698527,-0.598758810758591
"2025_1270_1280",0.508595430979061,0.268595448601991
"2025_1219_1280",0.337188882610863,-4.74084939956665
"2025_1188_1280",0.244441938662497,-7.62105660438538
"2025_1120_1280",0.838693867774486,10.8056150436401
"2025_1277_1280",0.659842152890334,4.65987792015076
"2025_1235_1280",0.584649022453778,2.51066653728485
"2025_1276_1280",0.543367609250985,1.29877382516861
"2025_1279_1280",0.55643379027284,1.69210749864578
"2025_1266_1280",0.552958686073625,1.58213487863541
"2025_1257_1280",0.517514580587112,0.528268092870712
"2025_1166_1280",0.468017464693014,-0.934230494499207
"2025_1252_1280",0.325834690441618,-5.08510699272156
"2025_1136_1280",0.308589499721013,-5.59180817604065
"2025_1106_1280",0.221742034117531,-8.41298151016235
"2025_1196_1280",0.850250486276352,11.339882183075
"2025_1268_1280",0.713865037160459,6.26637620925903
"2025_1272_1280",0.530160688187056,0.907045441865921
"2025_1242_1280",0.555530486500664,1.66423814296722
"2025_1163_1280",0.569932026350326,2.08460735082626
"2025_1116_1280",0.502540848951646,0.0875765365548432
"2025_1179_1280",0.469214391368955,-0.898885035514832
"2025_1161_1280",0.419462741525992,-2.36944582462311
"2025_1213_1280",0.416285295383251,-2.46300375461578
"2025_1104_1124",0.599572669939445,2.9380345582962
"2025_1112_1124",0.500301472903564,0.0193862703628838
"2025_1103_1124",0.285595530095105,-6.28772926330566
"2025_1110_1124",0.214020921184226,-8.69809303283691
"2025_1120_1124",0.817973027114906,9.91139574050903
"2025_1106_1124",0.217216035567729,-8.58106365203857
"2025_1116_1124",0.454627615764885,-1.33082658052444
"2025_1181_1435",0.818668212207551,9.94159669876099
"2025_1104_1435",0.61195085795579,3.29288942813873
"2025_1112_1435",0.490967242458619,-0.261433927342296
"2025_1332_1435",0.485672521262268,-0.414533449709415
"2025_1140_1435",0.45272155246451,-1.39259765744209
"2025_1388_1435",0.533155878359405,0.99268724322319
"2025_1280_1435",0.443868965063139,-1.65080399513245
"2025_1124_1435",0.486481087005244,-0.388209097087383
"2025_1433_1435",0.542985902401981,1.27472758293152
"2025_1251_1435",0.326750378200651,-5.04073534011841
"2025_1103_1435",0.261502287173287,-7.05507044792175
"2025_1285_1435",0.225910495177394,-8.26545758247375
"2025_1352_1435",0.243119531023448,-7.66729350090027
"2025_1110_1435",0.224048031683853,-8.3342791557312
"2025_1291_1435",0.184008588595444,-9.87245044708252
"2025_1222_1435",0.838466054094161,10.7933491706848
"2025_1397_1435",0.635616660865429,3.97164030075073
"2025_1246_1435",0.575371190391894,2.2310435295105
"2025_1345_1435",0.487015296724204,-0.384934796765447
"2025_1155_1435",0.572086477770973,2.13799570798874
"2025_1228_1435",0.458382810179084,-1.22386920750141
"2025_1417_1435",0.546158491634891,1.37556102275848
"2025_1211_1435",0.580309602156947,2.37790033817291
"2025_1208_1435",0.417552651393839,-2.42209169864655
"2025_1429_1435",0.458240227039299,-1.22605364322662
"2025_1400_1435",0.424613598325494,-2.21632965803146
"2025_1270_1435",0.460116997357298,-1.16739508509636
"2025_1219_1435",0.273188059740629,-6.67464370727539
"2025_1407_1435",0.297702728747679,-5.91850523948669
"2025_1188_1435",0.235375522450121,-7.93257265090942
"2025_1120_1435",0.815408097905306,9.80808162689209
"2025_1277_1435",0.65587133607035,4.55210571289062
"2025_1235_1435",0.562492433506831,1.8520872592926
"2025_1401_1435",0.55629822060856,1.67796837091446
"2025_1276_1435",0.476286441230716,-0.697336889430881
"2025_1279_1435",0.500872580533496,0.0332675244659185
"2025_1266_1435",0.521483226929843,0.638615822792053
"2025_1257_1435",0.478814802983459,-0.618586525321007
"2025_1166_1435",0.411817734175818,-2.58991189002991
"2025_1307_1435",0.467042236660912,-0.966183526813984
"2025_1314_1435",0.401011207174206,-2.90619049072266
"2025_1361_1435",0.468788382398204,-0.910386872291565
"2025_1252_1435",0.2668459585516,-6.88112735748291
"2025_1136_1435",0.267630548212273,-6.85243530273438
"2025_1106_1435",0.218620395630488,-8.53369903564453
"2025_1384_1435",0.198159690019455,-9.30256271362305
"2025_1196_1435",0.8316514017038,10.491965007782
"2025_1385_1435",0.691828758835962,5.60629425048828
"2025_1403_1435",0.653583548322117,4.48783259391785
"2025_1268_1435",0.66207226136493,4.73248374462128
"2025_1272_1435",0.461367715258426,-1.137848046422
"2025_1281_1435",0.479224893907734,-0.607147976756096
"2025_1242_1435",0.512699271655748,0.383020974695683
"2025_1163_1435",0.528337392819356,0.845992788672447
"2025_1328_1435",0.41919396223872,-2.37505692243576
"2025_1116_1435",0.446756443518006,-1.56664739847183
"2025_1179_1435",0.438601622286116,-1.80666180849075
"2025_1161_1435",0.373163164090851,-3.70789239406586
"2025_1213_1435",0.338705075756779,-4.69490694999695
"2025_1423_1435",0.276408879421279,-6.57037668228149
"2025_1303_1435",0.248912621404203,-7.4688943862915
"2025_1313_1435",0.235950472654445,-7.91266260147095
"2025_1181_1433",0.768162971374666,8.03179903030395
"2025_1104_1433",0.564362787982946,1.91396645307541
"2025_1112_1433",0.484180718965234,-0.455417524278164
"2025_1332_1433",0.461270514146573,-1.12699612379074
"2025_1140_1433",0.430251075665174,-2.05241961479187
"2025_1388_1433",0.50750677513383,0.24167420566082
"2025_1280_1433",0.430553999256583,-2.04192641973495
"2025_1124_1433",0.46934312523715,-0.890181070566177
"2025_1251_1433",0.308196713574031,-5.60240759849548
"2025_1103_1433",0.22378176221491,-8.33998522758484
"2025_1285_1433",0.181914983843672,-9.94683351516724
"2025_1352_1433",0.193708209981369,-9.47497930526733
"2025_1110_1433",0.191575643780806,-9.55445051193237
"2025_1291_1433",0.154703255938622,-11.1392157554626
"2025_1222_1433",0.794861622813527,9.00045099258423
"2025_1397_1433",0.608800347030499,3.20751745700836
"2025_1246_1433",0.553116595287608,1.58784078359604
"2025_1345_1433",0.50703528371497,0.220363637804985
"2025_1155_1433",0.549471970576239,1.48473346233368
"2025_1228_1433",0.420965643298558,-2.32291604280472
"2025_1417_1433",0.533821359093743,1.02706817388535
"2025_1211_1433",0.548816639386779,1.46431766748428
"2025_1208_1433",0.392301465215253,-3.16364040374756
"2025_1429_1433",0.446283909148118,-1.57574870586395
"2025_1400_1433",0.38054911909069,-3.50609993934631
"2025_1270_1433",0.438645537973312,-1.80291941165924
"2025_1219_1433",0.256199290813367,-7.22352480888367
"2025_1407_1433",0.252397870056609,-7.35201258659363
"2025_1188_1433",0.192687229902632,-9.51133232116699
"2025_1120_1433",0.761104783920867,7.79206509590149
"2025_1277_1433",0.622283565928784,3.59148993492126
"2025_1235_1433",0.56762444475173,2.01650685071945
"2025_1401_1433",0.557191251688516,1.71135318279266
"2025_1276_1433",0.450845920274475,-1.43800811767578
"2025_1279_1433",0.481433881202231,-0.532479399442673
"2025_1266_1433",0.50350371588405,0.120016864687204
"2025_1257_1433",0.470228133273835,-0.869038194417953
"2025_1166_1433",0.387906083840821,-3.29042460918427
"2025_1307_1433",0.424163389885068,-2.22884492874145
"2025_1314_1433",0.344523707150176,-4.54671726226807
"2025_1361_1433",0.439088715643305,-1.78559144735336
"2025_1252_1433",0.219372152722946,-8.49964694976807
"2025_1136_1433",0.203432796581285,-9.09412517547607
"2025_1106_1433",0.178726730221124,-10.0839540481567
"2025_1384_1433",0.16119653433805,-10.8392642021179
"2025_1196_1433",0.767137911602851,7.99802269935608
"2025_1385_1433",0.641868319283742,4.15188221931458
"2025_1403_1433",0.642130105791993,4.15750751495361
"2025_1268_1433",0.641601611420241,4.14232170581818
"2025_1272_1433",0.424883525266523,-2.20908087491989
"2025_1281_1433",0.466559788712466,-0.974515306949616
"2025_1242_1433",0.466634986752282,-0.970222848653793
"2025_1163_1433",0.529077572580442,0.882718181610107
"2025_1328_1433",0.410073039202772,-2.64537062644958
"2025_1116_1433",0.402651790070207,-2.86192266941071
"2025_1179_1433",0.428825491726747,-2.09422792196274
"2025_1161_1433",0.357592342660431,-4.16878070831299
"2025_1213_1433",0.297703780729896,-5.91398749351501
"2025_1423_1433",0.23739942218984,-7.85846672058105
"2025_1303_1433",0.202604681169867,-9.12633981704712
"2025_1313_1433",0.206316798148671,-8.98244476318359
"2025_1181_1251",0.924483468685641,15.6278470039368
"2025_1104_1251",0.777242388560256,8.34927725791931
"2025_1112_1251",0.70919571133847,6.1222535610199
"2025_1140_1251",0.629578136916581,3.79956200122833
"2025_1124_1251",0.660155086190043,4.67992296218872
"2025_1103_1251",0.456344847084347,-1.28016581535339
"2025_1110_1251",0.34578170117117,-4.50495166778564
"2025_1222_1251",0.93081910335109,16.0846374511719
"2025_1246_1251",0.763042209032314,7.85469040870666
"2025_1155_1251",0.765869647217956,7.95925803184509
"2025_1228_1251",0.632568743187444,3.88093166351318
"2025_1211_1251",0.747491312165039,7.33771061897278
"2025_1208_1251",0.598028804893607,2.89934771060944
"2025_1219_1251",0.474269797059728,-0.752547973394394
"2025_1188_1251",0.385158541063585,-3.37520623207092
"2025_1120_1251",0.926289124690838,15.7531949043274
"2025_1235_1251",0.766760883116334,7.98449058532715
"2025_1166_1251",0.587091282301309,2.58158556222916
"2025_1136_1251",0.416982788521774,-2.44396259784698
"2025_1106_1251",0.369066894145478,-3.83507890701294
"2025_1196_1251",0.931473853782646,16.1273439407349
"2025_1242_1251",0.658686074906458,4.63158760070801
"2025_1163_1251",0.689322075787816,5.52965784072876
"2025_1116_1251",0.618287746523273,3.48119766712189
"2025_1179_1251",0.577794226238646,2.31438306570053
"2025_1161_1251",0.539701038243048,1.19073536992073
"2025_1213_1251",0.515438330112211,0.471961337327957
"2025_1181_1285",1.00632654272782,22.6166591644287
"2025_1104_1285",0.914557692009393,14.9544483184814
"2025_1112_1285",0.831509873813405,10.4864393234253
"2025_1140_1285",0.783663666950412,8.58710298538208
"2025_1280_1285",0.715640271267413,6.32512578964233
"2025_1124_1285",0.747759914435994,7.35111265182495
"2025_1251_1285",0.61708176758109,3.44403369426727
"2025_1103_1285",0.55346273464715,1.60040036439896
"2025_1110_1285",0.462323166630456,-1.10075409412384
"2025_1222_1285",1.01718384624912,23.6328466415405
"2025_1246_1285",0.898287628441841,13.9203578948975
"2025_1155_1285",0.878035416453075,12.759628200531
"2025_1228_1285",0.795708397301078,9.03228321075439
"2025_1211_1285",0.821951519674077,10.0857166290283
"2025_1208_1285",0.684875955281191,5.39449887275696
"2025_1270_1285",0.757623076807494,7.67853474617004
"2025_1219_1285",0.58009910562306,2.37730073928833
"2025_1188_1285",0.500247737775518,0.0298501064069569
"2025_1120_1285",1.0097934011418,22.9387163162231
"2025_1277_1285",0.933869272917532,16.311964225769
"2025_1235_1285",0.904880824099744,14.3284717559814
"2025_1276_1285",0.793348836943021,8.94949674606323
"2025_1279_1285",0.818978303121065,9.95907001495361
"2025_1266_1285",0.807611456423338,9.50090370178223
"2025_1257_1285",0.745231530483214,7.26212949752808
"2025_1166_1285",0.676651949538074,5.15690259933472
"2025_1252_1285",0.557202522312549,1.71015284061432
"2025_1136_1285",0.535017618831085,1.05062723755836
"2025_1106_1285",0.482686526572152,-0.498609818518162
"2025_1196_1285",1.01527168219695,23.4340435028076
"2025_1268_1285",0.91039541805274,14.6811797142029
"2025_1272_1285",0.784366903350283,8.61282396316528
"2025_1281_1285",0.815123515063722,9.79651536941528
"2025_1242_1285",0.791426255889934,8.88042860031128
"2025_1163_1285",0.777990522442775,8.38588180541992
"2025_1116_1285",0.71621881086188,6.34373078346252
"2025_1179_1285",0.704116464855622,5.9708508014679
"2025_1161_1285",0.651109793848025,4.41903445720673
"2025_1213_1285",0.622564745592197,3.60092868804932
"2025_1181_1352",0.977671495194169,19.9802989959717
"2025_1104_1352",0.916469375718925,15.0822632789612
"2025_1112_1352",0.841331858242486,10.9269031524658
"2025_1332_1352",0.795609495276425,9.03218574523926
"2025_1140_1352",0.754016370725402,7.54738783836365
"2025_1280_1352",0.719859560169096,6.45568795204163
"2025_1124_1352",0.740812845328972,7.1209144115448
"2025_1251_1352",0.613154240214463,3.33369975090027
"2025_1103_1352",0.543348273550734,1.30919652581215
"2025_1285_1352",0.495023570681033,-0.12958087362349
"2025_1110_1352",0.479671203373131,-0.592112438380718
"2025_1291_1352",0.427351735006366,-2.13722583055496
"2025_1222_1352",0.994102790088156,21.483501625061
"2025_1246_1352",0.86123442886968,11.8765804290771
"2025_1345_1352",0.826993571528833,10.2897216796875
"2025_1155_1352",0.858547120926809,11.7431428909302
"2025_1228_1352",0.762245913054665,7.82333812713623
"2025_1211_1352",0.816128959146548,9.84041366577148
"2025_1208_1352",0.66547200007909,4.82788920402527
"2025_1270_1352",0.760999579839152,7.80135154724121
"2025_1219_1352",0.580432721552155,2.3888916015625
"2025_1188_1352",0.501000269119691,0.0476426020264626
"2025_1120_1352",0.980087713028617,20.1892635345459
"2025_1277_1352",0.939814583977093,16.7597789764404
"2025_1235_1352",0.873233664323231,12.4998768806458
"2025_1276_1352",0.773481760232373,8.22123122215271
"2025_1279_1352",0.806128940357641,9.44023895263672
"2025_1266_1352",0.807791608156986,9.50402221679687
"2025_1257_1352",0.753461596264825,7.5318274974823
"2025_1166_1352",0.661631663152903,4.71828441619873
"2025_1307_1352",0.718371572877389,6.40103597640991
"2025_1314_1352",0.657105076840555,4.5824921131134
"2025_1252_1352",0.546002878438039,1.38851291537285
"2025_1136_1352",0.520109187946476,0.610723826289177
"2025_1106_1352",0.476523505880949,-0.687175935506821
"2025_1196_1352",0.983595066397114,20.5063158035278
"2025_1268_1352",0.911486250485487,14.7519497871399
"2025_1272_1352",0.760217788548257,7.75905675888062
"2025_1281_1352",0.784837862401687,8.62532329559326
"2025_1242_1352",0.782275573108092,8.53548498153686
"2025_1163_1352",0.794449188628766,8.98992700576782
"2025_1328_1352",0.662397322493483,4.74107594490051
"2025_1116_1352",0.699174375219085,5.82413034439087
"2025_1179_1352",0.709003085004644,6.12149024009705
"2025_1161_1352",0.658019770762251,4.61612396240234
"2025_1213_1352",0.623343390920626,3.62299993038177
"2025_1303_1352",0.517843132149834,0.541698472201824
"2025_1313_1352",0.490198812905214,-0.271039089746773
"2025_1104_1110",0.948461983924493,17.4471897125244
"2025_1103_1110",0.589427570235208,2.64751088619232
"2025_1106_1110",0.519372262059157,0.590247673168778
"2025_1181_1291",1.01677155700218,23.5781896591187
"2025_1104_1291",0.963666452123626,18.723293876648
"2025_1112_1291",0.905946694360723,14.3927750587463
"2025_1140_1291",0.835168483548864,10.6472920417786
"2025_1280_1291",0.817539021648727,9.89875469207764
"2025_1124_1291",0.820560930449777,10.0314512252808
"2025_1251_1291",0.684776704412548,5.39557752609253
"2025_1103_1291",0.647197926890055,4.30217764377594
"2025_1285_1291",0.582115345850066,2.43795795440674
"2025_1110_1291",0.535566503778045,1.06947234869003
"2025_1222_1291",1.02667930124732,24.503017616272
"2025_1246_1291",0.954711076958315,17.9601469039917
"2025_1155_1291",0.93807014551914,16.6296232223511
"2025_1228_1291",0.843791083413824,11.0406543731689
"2025_1211_1291",0.888049376616773,13.3218432426453
"2025_1208_1291",0.764512706634353,7.91384572982788
"2025_1270_1291",0.812549336155296,9.70673351287842
"2025_1219_1291",0.680673557187231,5.27486333847046
"2025_1188_1291",0.579966726260702,2.37748938798904
"2025_1120_1291",1.01920798945016,23.7995037078857
"2025_1277_1291",0.9793563702274,20.1233749389648
"2025_1235_1291",0.960529651563823,18.456699180603
"2025_1276_1291",0.883311146044027,13.0490787506104
"2025_1279_1291",0.864746447078426,12.0615178108215
"2025_1266_1291",0.866903939533045,12.1723763465881
"2025_1257_1291",0.840644951547124,10.8958646774292
"2025_1166_1291",0.760488840635636,7.77781128883362
"2025_1252_1291",0.646607749006576,4.28512432575226
"2025_1136_1291",0.605597287282839,3.11676599979401
"2025_1106_1291",0.56076110585933,1.81543642282486
"2025_1196_1291",1.02506255306878,24.3397319793701
"2025_1268_1291",0.95747579861467,18.193208694458
"2025_1272_1291",0.877954817547331,12.7599629402161
"2025_1281_1291",0.861530746247156,11.8949047088623
"2025_1242_1291",0.851353198922901,11.3956605911255
"2025_1163_1291",0.853889982444781,11.5152879714966
"2025_1116_1291",0.770150157772757,8.11333379745483
"2025_1179_1291",0.741652129244302,7.14642767906189
"2025_1161_1291",0.719495581182312,6.44819960594177
"2025_1213_1291",0.713378241513089,6.25771322250366
"2025_1181_1222",0.477915874324022,-0.640996956825256
"2025_1104_1222",0.260644108141381,-7.08076734542847
"2025_1112_1222",0.185624624406794,-9.79792108535767
"2025_1140_1222",0.174415864551061,-10.2673554420471
"2025_1124_1222",0.15580752758237,-11.0864216804504
"2025_1103_1222",0.0444138311512563,-17.9767316818237
"2025_1110_1222",-0.018247273557765,-23.4605014801025
"2025_1155_1222",0.250232981727288,-7.42662625312805
"2025_1211_1222",0.207847078727934,-8.92693643569946
"2025_1208_1222",0.111083463374323,-13.3970639228821
"2025_1219_1222",0.0542955001756391,-17.1921529769897
"2025_1188_1222",-0.01258313896909,-22.9522314071655
